DateId,PK_Date,Date_Name,Year,Year_Name,Half_Year,Half_Year_Name,Quarter,Quarter_Name,Month,Month_Name,Day_Of_Year,Day_Of_Year_Name,Day_Of_Half_Year,Day_Of_Half_Year_Name,Day_Of_Quarter,Day_Of_Quarter_Name,Day_Of_Month,Day_Of_Month_Name,Month_Of_Year,Month_Of_Year_Name,Month_Of_Half_Year,Month_Of_Half_Year_Name,Month_Of_Quarter,Month_Of_Quarter_Name,Quarter_Of_Year,Quarter_Of_Year_Name,Quarter_Of_Half_Year,Quarter_Of_Half_Year_Name,Half_Year_Of_Year,Half_Year_Of_Year_Name
1330,8/22/2009 0:00,Saturday -  August 22 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,234,Day 234,53,Day 53,53,Day 53,22,Day 22,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1331,8/23/2009 0:00,Sunday -  August 23 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,235,Day 235,54,Day 54,54,Day 54,23,Day 23,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1332,8/24/2009 0:00,Monday -  August 24 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,236,Day 236,55,Day 55,55,Day 55,24,Day 24,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1333,8/25/2009 0:00,Tuesday -  August 25 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,237,Day 237,56,Day 56,56,Day 56,25,Day 25,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1334,8/26/2009 0:00,Wednesday -  August 26 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,238,Day 238,57,Day 57,57,Day 57,26,Day 26,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1335,8/27/2009 0:00,Thursday -  August 27 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,239,Day 239,58,Day 58,58,Day 58,27,Day 27,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1336,8/28/2009 0:00,Friday -  August 28 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,240,Day 240,59,Day 59,59,Day 59,28,Day 28,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1337,8/29/2009 0:00,Saturday -  August 29 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,241,Day 241,60,Day 60,60,Day 60,29,Day 29,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1338,8/30/2009 0:00,Sunday -  August 30 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,242,Day 242,61,Day 61,61,Day 61,30,Day 30,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1339,8/31/2009 0:00,Monday -  August 31 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,08-01-2009 00:00,Aug-09,243,Day 243,62,Day 62,62,Day 62,31,Day 31,8,Month 8,2,Month 2,2,Month 2,3,Quarter 3,1,Quarter 1,2,Semester 2
1340,09-01-2009 00:00,Tuesday -  September 01 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,244,Day 244,63,Day 63,63,Day 63,1,Day 1,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1341,09-02-2009 00:00,Wednesday -  September 02 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,245,Day 245,64,Day 64,64,Day 64,2,Day 2,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1342,09-03-2009 00:00,Thursday -  September 03 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,246,Day 246,65,Day 65,65,Day 65,3,Day 3,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1343,09-04-2009 00:00,Friday -  September 04 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,247,Day 247,66,Day 66,66,Day 66,4,Day 4,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1344,09-05-2009 00:00,Saturday -  September 05 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,248,Day 248,67,Day 67,67,Day 67,5,Day 5,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1345,09-06-2009 00:00,Sunday -  September 06 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,249,Day 249,68,Day 68,68,Day 68,6,Day 6,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1346,09-07-2009 00:00,Monday -  September 07 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,250,Day 250,69,Day 69,69,Day 69,7,Day 7,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1347,09-08-2009 00:00,Tuesday -  September 08 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,251,Day 251,70,Day 70,70,Day 70,8,Day 8,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1348,09-09-2009 00:00,Wednesday -  September 09 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,252,Day 252,71,Day 71,71,Day 71,9,Day 9,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1349,09-10-2009 00:00,Thursday -  September 10 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,253,Day 253,72,Day 72,72,Day 72,10,Day 10,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1350,09-11-2009 00:00,Friday -  September 11 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,254,Day 254,73,Day 73,73,Day 73,11,Day 11,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1351,09-12-2009 00:00,Saturday -  September 12 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,255,Day 255,74,Day 74,74,Day 74,12,Day 12,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1352,9/13/2009 0:00,Sunday -  September 13 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,256,Day 256,75,Day 75,75,Day 75,13,Day 13,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1353,9/14/2009 0:00,Monday -  September 14 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,257,Day 257,76,Day 76,76,Day 76,14,Day 14,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1354,9/15/2009 0:00,Tuesday -  September 15 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,258,Day 258,77,Day 77,77,Day 77,15,Day 15,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1355,9/16/2009 0:00,Wednesday -  September 16 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,259,Day 259,78,Day 78,78,Day 78,16,Day 16,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1356,9/17/2009 0:00,Thursday -  September 17 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,260,Day 260,79,Day 79,79,Day 79,17,Day 17,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1357,9/18/2009 0:00,Friday -  September 18 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,261,Day 261,80,Day 80,80,Day 80,18,Day 18,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1358,9/19/2009 0:00,Saturday -  September 19 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,262,Day 262,81,Day 81,81,Day 81,19,Day 19,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1359,9/20/2009 0:00,Sunday -  September 20 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,263,Day 263,82,Day 82,82,Day 82,20,Day 20,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1360,9/21/2009 0:00,Monday -  September 21 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,264,Day 264,83,Day 83,83,Day 83,21,Day 21,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1361,9/22/2009 0:00,Tuesday -  September 22 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,265,Day 265,84,Day 84,84,Day 84,22,Day 22,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1362,9/23/2009 0:00,Wednesday -  September 23 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,266,Day 266,85,Day 85,85,Day 85,23,Day 23,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1363,9/24/2009 0:00,Thursday -  September 24 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,267,Day 267,86,Day 86,86,Day 86,24,Day 24,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1364,9/25/2009 0:00,Friday -  September 25 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,268,Day 268,87,Day 87,87,Day 87,25,Day 25,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1365,9/26/2009 0:00,Saturday -  September 26 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,269,Day 269,88,Day 88,88,Day 88,26,Day 26,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1366,9/27/2009 0:00,Sunday -  September 27 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,270,Day 270,89,Day 89,89,Day 89,27,Day 27,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1367,9/28/2009 0:00,Monday -  September 28 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,271,Day 271,90,Day 90,90,Day 90,28,Day 28,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1368,9/29/2009 0:00,Tuesday -  September 29 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,272,Day 272,91,Day 91,91,Day 91,29,Day 29,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1369,9/30/2009 0:00,Wednesday -  September 30 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,07-01-2009 00:00,Quarter 3 -  2009,09-01-2009 00:00,Sep-09,273,Day 273,92,Day 92,92,Day 92,30,Day 30,9,Month 9,3,Month 3,3,Month 3,3,Quarter 3,1,Quarter 1,2,Semester 2
1370,10-01-2009 00:00,Thursday -  October 01 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,274,Day 274,93,Day 93,1,Day 1,1,Day 1,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1371,10-02-2009 00:00,Friday -  October 02 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,275,Day 275,94,Day 94,2,Day 2,2,Day 2,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1372,10-03-2009 00:00,Saturday -  October 03 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,276,Day 276,95,Day 95,3,Day 3,3,Day 3,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1373,10-04-2009 00:00,Sunday -  October 04 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,277,Day 277,96,Day 96,4,Day 4,4,Day 4,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1374,10-05-2009 00:00,Monday -  October 05 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,278,Day 278,97,Day 97,5,Day 5,5,Day 5,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1375,10-06-2009 00:00,Tuesday -  October 06 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,279,Day 279,98,Day 98,6,Day 6,6,Day 6,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1376,10-07-2009 00:00,Wednesday -  October 07 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,280,Day 280,99,Day 99,7,Day 7,7,Day 7,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1377,10-08-2009 00:00,Thursday -  October 08 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,281,Day 281,100,Day 100,8,Day 8,8,Day 8,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1378,10-09-2009 00:00,Friday -  October 09 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,282,Day 282,101,Day 101,9,Day 9,9,Day 9,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1379,10-10-2009 00:00,Saturday -  October 10 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,283,Day 283,102,Day 102,10,Day 10,10,Day 10,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1380,10-11-2009 00:00,Sunday -  October 11 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,284,Day 284,103,Day 103,11,Day 11,11,Day 11,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1381,10-12-2009 00:00,Monday -  October 12 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,285,Day 285,104,Day 104,12,Day 12,12,Day 12,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1382,10/13/2009 0:00,Tuesday -  October 13 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,286,Day 286,105,Day 105,13,Day 13,13,Day 13,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1383,10/14/2009 0:00,Wednesday -  October 14 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,287,Day 287,106,Day 106,14,Day 14,14,Day 14,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1384,10/15/2009 0:00,Thursday -  October 15 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,288,Day 288,107,Day 107,15,Day 15,15,Day 15,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1385,10/16/2009 0:00,Friday -  October 16 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,289,Day 289,108,Day 108,16,Day 16,16,Day 16,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1386,10/17/2009 0:00,Saturday -  October 17 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,290,Day 290,109,Day 109,17,Day 17,17,Day 17,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1387,10/18/2009 0:00,Sunday -  October 18 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,291,Day 291,110,Day 110,18,Day 18,18,Day 18,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1388,10/19/2009 0:00,Monday -  October 19 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,292,Day 292,111,Day 111,19,Day 19,19,Day 19,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1389,10/20/2009 0:00,Tuesday -  October 20 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,293,Day 293,112,Day 112,20,Day 20,20,Day 20,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1390,10/21/2009 0:00,Wednesday -  October 21 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,294,Day 294,113,Day 113,21,Day 21,21,Day 21,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1391,10/22/2009 0:00,Thursday -  October 22 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,295,Day 295,114,Day 114,22,Day 22,22,Day 22,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1392,10/23/2009 0:00,Friday -  October 23 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,296,Day 296,115,Day 115,23,Day 23,23,Day 23,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1393,10/24/2009 0:00,Saturday -  October 24 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,297,Day 297,116,Day 116,24,Day 24,24,Day 24,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1394,10/25/2009 0:00,Sunday -  October 25 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,298,Day 298,117,Day 117,25,Day 25,25,Day 25,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1395,10/26/2009 0:00,Monday -  October 26 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,299,Day 299,118,Day 118,26,Day 26,26,Day 26,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1396,10/27/2009 0:00,Tuesday -  October 27 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,300,Day 300,119,Day 119,27,Day 27,27,Day 27,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1397,10/28/2009 0:00,Wednesday -  October 28 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,301,Day 301,120,Day 120,28,Day 28,28,Day 28,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1398,10/29/2009 0:00,Thursday -  October 29 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,302,Day 302,121,Day 121,29,Day 29,29,Day 29,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1399,10/30/2009 0:00,Friday -  October 30 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,303,Day 303,122,Day 122,30,Day 30,30,Day 30,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1400,10/31/2009 0:00,Saturday -  October 31 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,10-01-2009 00:00,Oct-09,304,Day 304,123,Day 123,31,Day 31,31,Day 31,10,Month 10,4,Month 4,1,Month 1,4,Quarter 4,2,Quarter 2,2,Semester 2
1401,11-01-2009 00:00,Sunday -  November 01 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,11-01-2009 00:00,Nov-09,305,Day 305,124,Day 124,32,Day 32,1,Day 1,11,Month 11,5,Month 5,2,Month 2,4,Quarter 4,2,Quarter 2,2,Semester 2
1402,11-02-2009 00:00,Monday -  November 02 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,11-01-2009 00:00,Nov-09,306,Day 306,125,Day 125,33,Day 33,2,Day 2,11,Month 11,5,Month 5,2,Month 2,4,Quarter 4,2,Quarter 2,2,Semester 2
1403,11-03-2009 00:00,Tuesday -  November 03 2009,01-01-2009 00:00,Calendar 2009,07-01-2009 00:00,Semester 2 -  2009,10-01-2009 00:00,Quarter 4 -  2009,11-01-2009 00:00,Nov-09,307,Day 307,126,Day 126,34,Day 34,3,Day 3,11,Month 11,5,Month 5,2,Month 2,4,Quarter 4,2,Quarter 2,2,Semester 2
